Id,age
000000014EFB0B069C4E29D7086C8301,35.8913727414
000000014EFDBA0E7ECB29D60B826C01,43.0502810619
000000014F2829B095A566CA006D6701,33.982918151
000000014F2D16EC0029AB3900D54401,49.5797904726
000000014F324299BC724772033A9A01,51.9158655592
000000014F35ED4C02D3928C014BFF01,26.2911225018
000000014F393D0F916E40B8001EAC01,37.3917248342
000000014F409654A85F6A5002B51F01,31.1811605962
000000014F4116BC21A7E80D01C48301,36.388856887
000000014F476507272326AE04542801,28.523072213
000000014F489CBE3C0C9DDC05F1F401,15.6418653078
000000014F49F2537EE9DECE03F75901,54.632862048
000000014F4AE50C7B6CDECB04913C01,41.0446567552
000000014F55E8C5BBF834AB0D4A4601,55.5159557166
000000014F57690EA978D3E80067AC01,36.8276156596
000000014F5D9E85A7364C20008B3301,37.9269402964
000000014F81B57A7AFC843101D90701,33.2295592509
000000014F82A7B252F0354604D7F001,40.8602238799
000000014F85CE7300537D6002168901,39.9190657515
000000014F90611D2969216702664301,45.087383991
000000014F9A8E52398584FF02621F01,30.6307153952
000000014FA8D7D1437CAA6A03AB0701,36.5283630277
000000014FABA4A7933F38A703F13701,30.9670705487
000000014FABD478253232A2000C8501,46.5142035253
000000014FB08F284DD747DE0209FB01,44.6354271323
000000014FB0B40AA154D3F8011E3E01,43.8799607232
000000014FBA08A0943BEF6307060101,45.7011286589
000000014FBA37559AEB05F6054D7901,40.8678329297
000000014FC1EB4B531057DF03BF2E01,42.4078508522
000000014FC83E1481F7533B021F0401,45.1260886777
000000014FCDDF6FAC44FB71014FBD01,34.895883958
000000014FD538B6C2A9573801F06301,42.5795806416
000000014FD9B86F0771605E00B5E001,38.1290156801
000000014FDDB3F4BB77FAA1043FE801,36.2319254818
000000014FE1B1070AD44B960960BA01,36.6022951507
000000014FE8B461BA62FAA011795B01,34.6890537465
000000014FFBBC377E74E5910FBB4B01,37.4158667373
000000015003A78B4A97357218529501,48.3002627581
0000000150042C97B4FAD82B00369501,60.8310582739
000000015004F3028FE7014200F1A301,50.9689929281
00000001500504D9B818D82C010CA001,44.819799971
000000015009411E22A53D7701653301,36.5283630277
00000001500964640F2BEEDC0195FB01,48.5664407932
000000015019571CAE2456110048AA01,36.7933931617
000000015021C91092A110FD04B1EC01,37.3931638711
000000015027710121AAB93901D42D01,32.4249404833
00000001502E65428375065502A25601,67.8829053882
000000015030ACF55A160E8B05423501,42.3053309429
000000015031FDF5680B060D047BCF01,47.8632708643
000000015033E0D0AD964E670000CA01,40.0177954263
00000001503523D285D7510D01F64501,40.7917491115
000000015037634B01FB0DDA02A2B901,30.5654092178
000000015039F3D18A3F511208273001,42.100668559
00000001503DF4C7C0650CC600E04C01,40.6882225015
0000000150406EBE500E0CC702896E01,36.2319254818
00000001504359D0B1BD0CC20461A701,27.6805706769
000000015044267E1552ECB8098A6801,52.5717893218
0000000150463D00933FEB0700CA3D01,40.3179397116
0000000150474E7A7067295C00DAB701,47.2576464233
0000000150477B33AEC4980601408F01,36.3235599128
00000001504CA60BB3BA0D9701900301,38.7005742301
00000001504F0D4A06E450FC01A31101,35.9168331167
00000001504F133D2D37468E06E84D01,42.3258544466
0000000150503B26463F5168086FDB01,44.8630667169
000000015056D4D8076250FD0DB56901,37.5082161284
00000001505EF0B0290B4D5B01535301,35.0796865285
00000001505F206F583F013802CC2001,37.0351977744
00000001505FF4376AE9013703B53E01,38.4989125198
000000015061B90586FEE36A02058701,16.3837869554
00000001507373FF0EA72A5D00EE7101,35.0024939603
0000000150740E4012B32A580288B501,33.9299069585
00000001507A6338749F673F04DDAF01,37.6468010727
00000001507D05E718ED1AFF04224101,39.9791424782
00000001507E36CAB455CEF109C6CD01,36.5530456092
00000001507EC676B9B6CEED0AC51E01,36.660371319
00000001507FFBA94686897900069D01,30.2950886472
000000015082F53D7A023D4601EFEA01,34.2798004058
000000015084872C01C947C005CF5A01,38.0904282078
00000001508BDC2E0E514E1301C22A01,31.4796426076
0000000150909BBAB524A86100CD5A01,40.3125430897
000000015090F5A453F7557200A8AF01,40.9689900912
000000015099CC07C344F8F500F71C01,33.4360829538
00000001509A19356D6537BF01638201,39.8779347502
00000001509A9F4AB7BC62AD00541B01,36.2712906087
00000001509CF65C0AF33D32002B8A01,61.017241141
0000000150AD8C2F5B8D6FCC00EF9D01,35.3792939893
0000000150B1EA999742051805529C01,28.3244966858
0000000150B22C6E9818A07405EDEF01,36.3338456283
0000000150B39D9B783512EC0105C901,33.003964122
0000000150B5B0425192872C02366801,33.4551337259
0000000150B729C189713EA00007F801,40.9594992089
0000000150C2FA74130509A401C7C701,69.6979974808
0000000150C343A2118194170257D501,47.7320252405
0000000150C82D96098C2C8E031FD101,57.3118382884
0000000150D0A482B44D819D069AE301,41.226805282
0000000150D0D0C32F47E1AC0727B401,47.1163174255
0000000150D170FB3351E1AE08CCFC01,54.7931537164
0000000150D29F7326A909C502F1C701,35.4110191718
0000000150D2FCCB26A909C504F8EA01,59.4346520821
0000000150D45DBE4E87D5050C0D3301,34.6775310454
0000000150D6B62062F8D50816076601,63.230263382
0000000150D87F88542E63F801EE3901,34.8275964629
0000000150D96BD9570547AC03857801,39.4349414948
0000000150DD5330B449278705AED401,37.840437175
0000000150DDD425B499277E077B9B01,43.3194800446
0000000150DE795F537F2A7F10463B01,29.9910661018
0000000150DF22376CF00640035D6001,49.1340929801
0000000150E66CCC50BD610933C25201,42.9060526133
0000000150E6FE3714B20C0F0039F301,29.8926244548
0000000150E93BE6445EE8BE099A5501,33.2426609183
0000000150ED815E204F185E21293901,34.1280663291
0000000150EF830E1A1B0A480716B601,35.3859898577
0000000150EFBAB82AC5B3C6044EBA01,35.9777981835
0000000150F27BFA5A8584441938C601,63.7500244531
0000000150F2BF1432A8B3CC0DD89201,30.6822751695
0000000150F56225B65CC0E32C9B1701,19.2646196378
0000000150F61FA9B6C2C0E42FD31501,38.4708279458
0000000150F8E3B027230A4A3EC93401,39.9443337459
0000000150FCE1FB0AE80A475238BF01,54.0888214431
0000000150FE5C5F33D73ABC05773E01,35.5276280951
0000000151004FF4ADD746DA10685A01,35.0592769247
000000015106369850D9176E16A28301,47.4106094775
000000015107620DB41BE5A21C3E7F01,43.5517095198
00000001510A1A529031E85B01B01501,40.8245006295
00000001510ACAB5606778C800EEC201,32.6737019479
00000001510F91FCA30D7C710B0E5A01,47.8140518263
000000015113891E6F7D832D069D9A01,43.8895575276
000000015115E43FAA6D7F8A0BEBB101,36.0825552384
0000000151169FD6491B163206DA6301,41.3390448436
00000001511772E2AA6D7F8A0F142701,20.5985616895
0000000151178FC024FD162D07BBE001,32.4275609263
000000015119BB11290805D502950C01,53.7997902281
00000001511BD7EC676F6FEE034AFE01,25.2321651268
000000015127381F5A5EA90609DE5D01,30.5353885686
00000001512AE4C77AFE05DA04EB5A01,40.632635288
00000001512BB5870DAE673A00650B01,34.5895866368
000000015133A7B17BD4007F0A4B9901,36.4224012627
00000001513459D49D1A05E803AC6701,34.7610265444
000000015135DB3E3C039EBA0281AD01,45.2440224866
0000000151361AD7BB9137DB0193BA01,46.0335913348
000000015136FEF682705602045C7301,45.4581114411
000000015139FAB7AE440BE902751701,45.9297459307
00000001513D051AAA9B0BE606DE3D01,60.1605642414
000000015148B43104357F0700AD2101,19.3724071103
00000001514C26D49B732829000EDD01,39.7350609278
00000001515D15678640089602E65A01,34.9013360194
000000015160199C0BA16F8803B74401,37.6255105954
000000015161B1796CEDCB260318C401,50.0462422591
000000015163D5F451F6AEEC01192101,46.7676042791
000000015163DCD851FFAEF30122BF01,43.4580316946
000000015167739E77A0C92002A12F01,44.6736562763
000000015167B1C054EDAEF40580FB01,34.663272198
00000001516D7B60BE45C927060BB201,38.9751775717
0000000151790DCC1E8322AF0B6FA701,26.4201674647
00000001517BDFF11E0822B20E3E1D01,35.3140408847
0000000151805A539CD60D4000AF7601,38.0584129806
0000000151875E7895732016067EF901,36.8937857864
00000001518798DA94AD201706A0EE01,35.6402727672
0000000151879D0C8B3E201506AF6F01,60.4191084104
00000001518A0230687EEC5704E0FA01,25.4664982294
00000001518A849F400DEC4B05439101,39.6524417203
00000001518D2DC8400DEC4B065DE701,35.480318607
00000001518EA7FF96E2201B0DD7D301,38.8080513583
000000015190E0CEA18F0D3A0FB6E101,33.2257169282
000000015199CB12B6A15B9406199A01,44.548336704
00000001519AFECEB3895B8F07344401,35.7186816307
00000001519B6CC9B21EA1E203F16E01,39.9544022882
00000001519C6A5805476E2A089AEE01,30.5408472592
00000001519DB91A9C035B8E0A3F7001,34.8851917378
00000001519DD53E43154B7B0A549901,31.3455273474
0000000151A271F8B6A15B940F18B601,43.1039982889
0000000151A57B528E0E32B900E68901,40.3908231586
0000000151A84220313BE4840135A901,38.1715678099
0000000151A9EBE63B37E48502A38E01,35.6463143183
0000000151ACB5D68559F11C04E1E601,36.2319254818
0000000151B17C4DA3E92B0904E35301,32.7582352811
0000000151B5A3A455A32B0406A88301,35.1442279519
0000000151B6DB0C08FCD6490DE76E01,40.6540460603
0000000151B769A9A3242B0C074A8701,42.7982298277
0000000151BCBB0E3D095A7903399D01,41.5074575579
0000000151BF108E9D3D750D051E2901,39.2882541376
0000000151BFEA247E89686805B5B301,41.4195669052
0000000151C17A003D095A79072D0E01,29.2684916761
0000000151C35C715BBC55E501078001,45.3370795164
0000000151C408A9A9CD0FCA02A96401,34.3759440489
0000000151C68AC3629B1C9804E1DD01,52.1051292706
0000000151C7E53C074B01BC06460301,36.5283630277
0000000151C94FA439BA05DB00336101,40.2175773492
0000000151CA81C7AE3D0FC80964BB01,40.9004678267
0000000151CC6A2050DD0F4300114501,38.1627200328
0000000151CD09427C00049C00C37C01,35.3052541844
0000000151CF2CF57D7E049F039B4C01,34.3150946419
0000000151D12C53A8DF7C8805F3CF01,36.3638613841
0000000151D316F835F49EC900B43C01,19.6222495384
0000000151D449AC5FBF91DA0230D601,30.1973729915
0000000151D84663292A9ED0071A9301,36.2319254818
0000000151DC0BAF2C6B163A06297B01,51.8359255444
0000000151DF7D372C6B163A08560F01,42.3319220667
0000000151E4ED8B1B0906470DF86C01,42.2251539221
0000000151E4F8C61B0906470E0BA901,31.690779465
0000000151E5763B933383EF17C3BB01,50.051195127
0000000151E64653045906440FF03B01,33.1467323331
0000000151EBD2A74E48064604A8D901,38.7954547862
0000000151EFF3E8500906490A35B101,33.3149747292
0000000151F0B4DB9D4275E20AE4D001,38.7870679323
0000000151F1F337853F6A0206471101,17.2277285975
0000000151F56A1F853F6A02083F8301,32.4024276001
0000000151F5DA10897769F9085FA801,56.9992882141
0000000151F90DD421A351791535DF01,32.4528189898
0000000151FA2C358A976A010B676D01,36.2319254818
0000000151FCD7CE92AD0B59003F8C01,27.5716440506
0000000151FF26C13C205B8C019D4601,39.1127545664
00000001520201B03B527F8F073BB701,47.5131806234
000000015204B1298D4F0AF40ACD1101,30.1539700017
0000000152075EFD03C57ACE01273D01,39.2657198674
000000015207FD782080592702DF7C01,46.0798179798
000000015210349A52ED05E805525801,36.3563638928
00000001521382F3009C05E10A7DAD01,38.2954054493
00000001521884D4371F2F8910B12401,36.5283630277
000000015218E173A7B93ED708A33101,47.558427294
000000015218E1CF070405EA10EF2501,62.3151509549
00000001521B83A73AF5210600965501,33.4639824974
00000001521F52C996BF801D03FA8C01,42.958308898
00000001522106577CEB95D306713901,43.6856290329
0000000152221937822495D407C9E101,54.1661408272
000000015224815B889AA37F05910C01,38.4343981982
000000015225DA0186A395CD0CBF2201,42.9829227972
000000015226BFA544E2EE60007E5101,44.0738504559
0000000152277D7D76F30E5C02432001,37.3364807197
000000015229669C99B65DF000732A01,41.7341892471
0000000152296BA54B2B5DEA007B1301,39.3893945707
000000015229A03B08693A7301549401,47.901849679
00000001522E0B8F5FCF7DF4075BFA01,38.0699378377
00000001523180AD08693A730C4A6101,42.3560949153
000000015237A1AE7F7D5DE60A52FE01,38.1097095432
0000000152380B210D473A72152DDE01,34.9480320236
00000001523AF8D5599C56B000C8BD01,35.7613608206
00000001523DBC35269F33CD05671F01,29.0032668092
0000000152407D69AE1C774709963901,56.8565413116
0000000152414DC993EF498A0A73C301,36.851701696
0000000152418891573756A5056BB601,35.5382384809
00000001524293250EDF33CC0C39C101,41.2318985711
000000015242B6FD93EF498A0C799001,29.4923245166
000000015242D907918D498B0CBF4901,40.2913232291
000000015243AA61ABD177490DB93D01,33.5278795594
000000015243AC985A0C56A806D5DC01,38.909733641
000000015249CC26B050774816B40801,37.4742926356
00000001524A3E088FE0498616B20101,36.5147724638
00000001524EB168AE1C77471D537001,41.9050199907
000000015253C30FB0BB7744243ED301,42.9292145439
0000000152555062918D498B2699A801,36.451223427
00000001525E365215DB56B219E7B601,45.4477509125
000000015260CDCDABD1774937476E01,44.4982146278
000000015260E47A7FA706530C3C3501,41.8970784108
0000000152676E9D238356AD20A34601,49.7310719522
00000001526DA4C55A0C56A82554B301,30.8583681092
00000001526E86CB9372498C4C4E2201,50.5912218415
00000001526F679A6FA7064F226BC901,55.7038930016
000000015271FF334E2956AC28C8EB01,34.8301392796
000000015272130593EF498A51DEEF01,48.0894211647
0000000152721F79AE2C77425243E901,43.6227446916
0000000152725E46AEEE7745521F0501,40.2756357255
0000000152737C6806171605002EF401,39.0294287643
000000015274245912C805E20101DD01,41.9497675985
00000001527B2438B78B978B0F3CB801,36.5283630277
00000001527B8DF1A8412F0E004ADE01,51.5437249421
00000001527E2FA696F34D98057BC801,40.0170030723
00000001527E945A90B34D97065D5601,50.5682005331
00000001527E96198A77269B032BE601,60.0422002146
000000015280894FB15126A4057CA801,48.8036449358
000000015280CF0AAC60491A0BBAA001,41.0224669397
00000001528242B5B48426A10712BB01,37.0805443159
0000000152891117AF5E491D1CFA3301,27.8841950977
00000001528A11D394A34D9D1F7FCD01,36.7087980308
00000001528AD1B996F34D98215ABB01,36.3395022971
00000001528DDB4E8D154D9B28A8A901,49.0153265492
00000001529073A403C849212F553F01,48.8437508093
00000001529365ABAF5E491D33469501,39.1237912457
000000015294214D8D154D9B33FBB801,38.7679740182
000000015298B360ACAF2F0B3A827901,34.6578151309
0000000152A0B60197FD269523E97301,49.540707283
0000000152A6BD5F9FBD2F08542ED801,36.2319254818
0000000152A6E4EF94A54D9E54783801,35.7111195897
0000000152A71248690206511139AF01,50.9984894765
0000000152B025F14708CFB2014F7301,46.60294005
0000000152B19BB295E0913703327701,56.337138149
0000000152B1A2758AC49134033E0301,47.9918985921
0000000152B28529698F7359044CC801,33.9466745801
0000000152B2B158932891390488FC01,40.8010753347
0000000152B462B8756337A4000D6101,27.4403960154
0000000152B59A4FA31516F1017E9801,35.5081804153
0000000152BB2A9678D1379E04919001,33.3971101226
0000000152BD9264B761061D0384B201,36.3997831841
0000000152BE788CA6DF061A047D3301,38.8362220934
0000000152C22F6898A137A7095E6801,44.980226599
0000000152C3EA96B5CE061E0CE07201,48.8769655539
0000000152C41B2C361405DC002DC101,51.038206157
0000000152C420273D9805D900398E01,39.517378985
0000000152C7EFC79C5137A90E08EB01,34.1340723451
0000000152CBCD14A31516F1224F5301,39.2882541376
0000000152CD5256A6DF061A1CBD3D01,39.0666964275
0000000152CEDF2C471005DE12342D01,35.6215413743
0000000152D402E3AF7916F02FA4D001,41.0606736308
0000000152D6041A7B3D0C8D03015501,31.016575946
0000000152D62104B0BD79AA01AAB701,38.0759938365
0000000152D78970676D0C8E05AAA501,26.9848791294
0000000152D81DC8806F0C9306C0EB01,33.5443581102
0000000152D92669057D79AC03E91101,26.791262418
0000000152DAABD9544D1E960996FB01,31.3911957547
0000000152DCF07C544D1E960C139801,61.7156492305
0000000152DD46171E2179B0067C9E01,38.3815333953
0000000152DE212780370C8F0DA9A801,52.2389473348
0000000152E1336057371E9711295E01,41.9979076717
0000000152E22867C33779A8092BB501,39.0294287643
0000000152E61C7555351E9916F20A01,29.121671619
0000000152E90ADF57371E971A519701,29.1726524315
0000000152EBEEB10B0779AD0EBAC601,43.6698871113
0000000152ECDE0D7B1359451F2EA501,79.8922591429
0000000152EE4EE771FF5944210E4801,40.3799888541
0000000152EE8A0F7991594020F63A01,36.2978405164
0000000152EF361C71FF594421F2DF01,61.7216910295
0000000152EF417057371E9721421201,41.0322838087
0000000152EFFED9B4AB1AD500224D01,31.4039367564
0000000152F383D879D98C5C00D48A01,34.5807083801
0000000152F759C505353A6801B3DE01,42.1111925387
0000000152F89B8E27395D9002E13501,51.0395837176
0000000152F9D4A627395D9003ED3901,21.4161576814
0000000152FB1E6E109F3A6C050A7801,37.5609242121
0000000152FB71DF09FDE87200176001,36.5509419185
0000000152FC5ED6C2CCE87900CC8F01,35.4350204088
0000000152FCFE922BE9080D00CB9B01,36.0448115921
0000000152FE59C69A19080A015AE201,36.4044647041
0000000152FF153C128D080B0197E801,43.8861021245
000000015301CF7105F584D9057DB101,34.7963314772
000000015301E9800363E87805A8F101,40.2807734835
000000015302BF5BC2D484DB064EA601,36.5283630277
0000000153071CF8571F8BAE0362D101,46.0636003073
00000001530B292E987EAB3F036D5301,34.0281707762
00000001530E7F611313D1AB00BFB101,29.5034216803
000000015310822E8B557DAF03655C01,45.1696316175
000000015315C3086C12316804A7CC01,35.6092335301
000000015315DA1A79C260FE04E06D01,28.8242643795
0000000153171304741460FF05C2B401,35.8890370308
00000001531815268261958306780F01,38.2706459107
00000001531C3ABF79A060FB0A167B01,39.3258663101
00000001531DBE56A712B500058BEE01,36.2918840364
000000015325B4A618D1B4F70962B001,39.9556640575
000000015326971610FFB4FB09898B01,41.4121497567
000000015327D13B0E9CB4F60A509701,38.2637038742
00000001532832F2752E3166155D3801,34.9208642828
00000001532855BB722B31671585B901,35.6336416718
000000015329746D127FB4FE0B1B9C01,48.4440262
00000001532AC6757A3860FD17718501,39.9312682863
00000001532B1AA8A712B5000BCC3001,30.4194175799
0000000153326DCE722B31671DF5E201,55.838893626
000000015332F709826195831DC5D201,34.7275124511
000000015336FADB9165958421C71301,57.1021057625
000000015338FE6789E59582237CB501,31.7269655446
00000001533A4555752E31662498D101,38.0582942166
00000001533A9F4B8261958323EF5B01,33.8962681128
00000001533B0E77741460FF251AAD01,38.7133414077
00000001533E392D71F160FC278C3901,29.7208713235
00000001533E5F4B7540316527C77B01,27.157710348
0000000153412442894995862A3CB201,51.1049346294
0000000153416AFA722B31672A3CFB01,40.2376232737
000000015343D65218F3B4F316146E01,39.7236639797
000000015347BE7679F195802EEDB601,35.2236528025
000000015348DD9374B6316A3059BE01,32.1651675618
00000001534E1EE618D1B4F71A822301,38.6333252096
00000001534E3980974BB5011AA9D901,46.7780291711
000000015352B09B71F160FC3918AD01,41.4046533285
000000015354E75F934C95873A723401,45.8788675162
000000015356B26B79A060FB3C218501,34.6658849565
00000001535749A6752E31663CC70901,33.8497020363
00000001535794EAA712B5001E3E8301,36.3870641174
0000000153591A6E76DC61023E640201,36.2319254818
00000001535D3079752E316641EC5901,45.8698514029
00000001536089DF71FC3164448CC801,43.5946115378
000000015360C3698F73958544D12E01,44.9353419204
00000001536715F460177EAB042EB501,27.2164022698
000000015368AD0D0C477CB402EAC401,42.9624191659
000000015368E7F9BF567CA80303F501,41.9713566896
000000015369C863798329BA06B74E01,38.8629591989
00000001536B2FE30D1E7CB504114C01,47.5653069091
00000001536BB168BD97B3E600085B01,35.3327867385
000000015371203EB5FF063902E9A601,18.7889660222
00000001537200B9B88D063E03791001,43.3962268134
00000001537210853584E9860710E001,30.8131280393
0000000153730027BDB3B3E1079C7E01,51.3627876497
000000015374B5FDB9BB063604B87701,38.307969581
000000015374EDD5B66B064204E16E01,36.7199778648
000000015376047CB9BB0636053ADB01,28.8170020645
00000001537859A496B300D601934101,39.9105566851
00000001537A023C902D00D803087301,37.253501245
00000001537A0AAE92FD00D402EF5D01,38.9616302817
00000001537EC08487F9D6BA00824401,37.628325096
00000001537F2ACD6A9C066500713D01,34.0560466712
00000001538232078416D6BB03447901,44.5735527303
00000001538346B9B4278049001BD301,36.670641776
0000000153840CA9B2BF62E0004E3001,23.3395025402
000000015385C31D5722068B021A7C01,34.4862097562
0000000153881347B013F86F016B6201,41.5546356004
00000001538ACCD4BE95F870036A6501,38.73681149
00000001538DF8807AC391B7000A4601,48.1696900502
00000001538F8491225C74760099FF01,41.296505043
0000000153901BA209B6746C00C2FC01,48.7988297018
000000015391AB2681734C5E00779401,39.6157521612
00000001539710987733761B04B5D501,46.1239640181
0000000153A15398039624E000E0BE01,37.8994828415
0000000153A292469BEF06D6005D1401,47.1842891292
0000000153A33C896BF0FDFC01692601,42.2832733895
0000000153A548ED9FA906DE016EEB01,36.5283630277
0000000153A7EDD18436060503B9B001,41.4195511491
0000000153A89EB17D15060304660801,36.0170732211
0000000153A992EB6D6805D904D25701,39.1003720718
0000000153AC3A01703205FF06EEB601,36.5056349213
0000000153AD43909C8B06D9046B5E01,42.5578221859
0000000153B2964A7D4FFDF80C5D7401,52.2422353305
0000000153B2B072634DFDF50C7CC101,34.8892771278
0000000153B4EC75723E05DD0CD50401,50.1730857667
0000000153B534ACC03305FB01063D01,12.8955788421
0000000153B633005D2105D60DB95901,32.0311462269
0000000153B8AEEABD6B05F8034BFB01,37.8314948612
0000000153B92BE578D7060204121101,45.5244534079
0000000153BCF48A70C305DE12C0DC01,43.2073518255
0000000153BEA11690463D04013A6E01,28.070209022
0000000153BF83B81DFF69C501E23801,38.1351097389
0000000153BF9FCF62335C5702018501,40.5114141179
0000000153BFC9A35D915C59022F9601,40.3497143015
0000000153BFD5891DFF69C502450C01,30.1896993503
0000000153C17133263369C603A05901,42.9037951064
0000000153C6B94217B656CE00235C01,33.437453371
0000000153C802DB1B1556CD02512801,39.0998706364
0000000153C8FDD8194C56CB048B8001,33.0691564489
0000000153C9219D186356CC04F04901,36.8143906467
0000000153CAAF3D194C56CB0807C101,38.7288238818
0000000153CCB6E8A98982BF0BA00E01,36.2319254818
0000000153CD2CEDC11B82C30CBB2A01,51.7865378408
0000000153CED12197A5763D0FE98F01,38.9270544535
0000000153D0D1D79869764012A7D801,38.0613453272
0000000153D396DB73FF3A07011DEF01,32.8391773813
0000000153D5EE030E4BDF9302EF1301,48.1202616217
0000000153D5F3A7B97CD2D502F9F301,35.6956452731
0000000153D60B320598DF960303FF01,13.4572510216
0000000153D78A89BCF2DF9804696801,29.9032855991
0000000153D7B54D7AFF3A0404A86E01,43.0193953479
0000000153D873CB0434DF95053A9001,32.1821161623
0000000153D8860D6CEB3A0505328501,29.9885944229
0000000153DCF7CD7994EBCF0188F301,47.2469540746
0000000153DF13E056FBEBD2033C8B01,30.6500872701
0000000153E0657F68AEDF13045BC301,38.8834887052
0000000153E070FB7353EBD00483C501,48.1655548015
0000000153E083C277C1EBCE04953901,36.2319254818
0000000153E0CC1E9CDD474004E95E01,35.4905723485
0000000153E104F46781DF0E05361201,59.6494344225
0000000153E3893568AEDF13078E6301,47.8855770918
0000000153E864F17994EBCF0D321101,40.361692488
0000000153E875137353EBD00D32CB01,35.1274602227
0000000153E93C436A30EBD30E596F01,30.8083560925
0000000153EC8351B90D75C30287A201,47.3519283258
0000000153EDC90B6D72F79A01B0E101,54.1662459403
0000000153F2286501F575CA0659B701,37.7500565092
0000000153F253317D68F793032E9501,44.9633565111
0000000153F261FB003B68FA064DF901,38.2732521147
0000000153F4511A117168FB07B3D201,40.6064206338
0000000153F5BB3D096D75C708E41901,35.6715455508
0000000153F717806D72F79A05628201,50.8983049732
0000000153F73B0631704BCD0AD14201,36.2319254818
0000000153FACA260D7568FC0D5C2201,37.055649809
0000000153FAFC346CFAF79606C2D401,46.1820353807
0000000153FB12F431C84BCC0D6BCC01,29.0585181295
0000000153FB6C67BFBF05D900284F01,32.675717917
0000000153FC117119E34BCE0E4B4D01,42.5013966832
0000000153FED86D19BF4BCA116A7C01,36.2319254818
0000000153FF475A3E6705DE02254C01,46.3822863574
0000000153FF56D91F624BD111D85C01,36.8301237877
00000001540039DE51AB05E70267E201,50.6185537895
00000001540262E009D768FE1382B301,19.7117963961
000000015403FBB714CB68FF15924201,40.7376976503
00000001540417600D7568FC15AF3801,45.9679786107
0000000154055C7D647914A100D8BF01,48.0670665967
0000000154056F41647914A100EAD201,31.4330688701
000000015406EFB23CE77E72020BD901,30.1890653506
0000000154083EECB10B210D03AFF501,39.4300360584
0000000154096C575B22154F026B9701,40.6752981294
000000015409897A6F6C155B028AD601,50.9665209497
00000001540BEC8A3CEB15520359D101,40.6813739496
00000001540EF5A143C2062903328B01,38.943543557
00000001540F2BB039580625037ECC01,32.2206627161
00000001540F46304D1C062B0389DF01,53.9483441977
0000000154102E4239A97E6D09BB1101,44.7393426534
0000000154107C776C98155905075501,26.604608193
000000015412A1C7358F062405F69B01,58.0893021539
000000015413E11635597E6E0C684D01,38.4353212823
0000000154169C5C4995062608A20601,31.5686650495
000000015416B01447AB062808B00701,39.1212232854
0000000154188AA1395806250A7A2001,45.0019144028
00000001541AC5313CE77E72118C3001,50.1447493449
00000001541B2F7E6F88155A08C2A201,48.635839874
00000001541C740143AF1554097EBC01,48.8999499918
00000001542035F09B0105F0109E3401,41.5582993561
000000015421963A35597E6E1906AE01,37.8300011458
00000001542286994D1C062B13F87001,42.7600322705
000000015422A11245DD06271426D701,51.5326631518
000000015422CD529D4905F3126E9801,53.7487997118
